tx_id,tx_size,tx_fee
51826,301,4796
51827,444,5631
51828,114,3521
51829,359,3862
51830,774,1845
51831,418,3039
51832,306,9209
51833,954,6031
51834,221,3662
51835,865,4329
51836,129,5293
51837,534,8116
51838,611,6447
51839,882,8875
51840,163,4120
51841,962,4028
51842,941,6097
51843,534,9832
51844,537,1951
51845,166,4668
51846,632,4849
51847,107,1848
51848,497,8153
51849,193,1745
51850,912,6284
51851,319,4461
51852,856,8615
51853,825,6056
51854,900,2545
51855,969,1588
51856,477,6209
51857,508,5992
51858,306,1356
51859,658,5210
51860,911,9361
51861,858,1832
51862,896,1235
51863,370,1488
51864,796,2205
51865,474,8014
51866,195,2279
51867,325,3556
51868,616,9953
51869,343,3972
51870,811,2480
51871,977,8441
51872,687,1173
51873,931,8638
51874,565,1343
51875,658,1593
51876,483,2236
51877,655,4928
51878,132,1861
51879,886,5764
51880,150,1941
51881,422,4584
51882,848,4417
51883,414,4577
51884,723,4001
51885,105,4328
51886,661,1783
51887,398,3648
51888,547,3433
51889,196,7350
51890,635,7814
51891,675,9014
51892,624,3939
51893,788,5655
51894,285,9299
51895,824,3263
51896,550,2491
51897,825,7805
51898,921,3818
51899,975,6709
51900,357,4876
51901,579,6869
51902,366,9813
51903,274,5504
51904,133,4997
51905,749,7939
51906,418,1762
51907,970,4804
51908,190,2151
51909,330,3042
51910,351,8032
51911,549,4022
51912,201,8614
51913,688,9128
51914,646,5564
51915,670,7191
51916,673,6823
51917,425,3523
51918,137,8524
51919,822,2099
51920,364,1485
51921,626,2143
51922,452,9880
51923,348,2160
51924,129,6075
51925,958,3279
51926,599,9410
51927,851,8692
51928,556,1272
51929,971,5672
51930,323,3446
51931,645,6869
51932,781,5198
51933,973,5511
51934,950,6484
51935,719,6462
51936,115,4179
51937,495,8051
51938,908,3108
51939,823,7706
51940,260,6431
51941,688,4566
51942,400,2169
51943,504,7510
51944,363,8982
51945,616,3808
51946,731,7206
51947,900,7227
51948,216,7654
51949,102,4498
51950,496,4651
51951,200,3275
51952,639,8662
51953,251,2226
51954,842,2724
51955,956,5794
51956,747,7157
51957,867,6902
51958,571,5516
51959,545,9695
51960,121,2991
51961,837,4625
51962,341,2365
51963,143,9954
51964,506,1292
51965,809,7856
51966,425,4527
51967,144,3643
51968,342,9599
51969,891,6050
51970,834,4055
51971,414,2283
51972,568,4829
51973,967,6047
51974,253,8200
51975,397,3678
51976,688,2438
51977,217,8902
51978,277,3384
51979,928,6937
51980,566,6541
51981,209,8014
51982,513,9345
51983,781,3372
51984,902,8867
51985,532,5915
51986,158,9829
51987,284,9511
51988,609,5066
51989,173,2727
51990,413,4474
51991,633,3070
51992,299,7935
51993,913,2455
51994,632,9436
51995,919,6120
51996,556,5094
51997,671,7013
51998,460,6735
51999,525,2365
52000,318,5783
52001,629,3726
52002,560,2613
52003,171,9991
52004,964,4590
52005,169,6762
52006,765,9210
52007,831,3093
52008,514,3727
52009,368,5375
52010,935,1736
52011,664,1235
52012,329,8538
52013,603,2266
52014,560,8183
52015,460,6091
52016,627,2251
52017,542,4810
52018,283,8527
52019,105,6060
52020,530,8969
52021,389,9843
52022,923,9362
52023,223,3426
52024,484,9348
52025,901,4291
52026,818,9084
52027,225,5742
52028,790,4975
52029,674,5578
52030,848,3299
52031,267,1140
52032,888,3592
52033,547,5076
52034,186,2004
52035,404,1646
52036,499,7569
52037,579,4315
52038,372,3260
52039,413,4288
52040,911,4479
52041,858,6190
52042,475,6863
52043,104,9037
52044,318,3108
52045,954,7708
52046,912,6435
52047,475,8470
52048,190,4131
52049,710,4309
52050,971,3375
52051,616,6858
52052,679,9645
52053,556,2166
52054,327,4083
52055,219,3441
52056,417,8644
52057,322,5603
52058,291,3273
52059,357,7975
52060,151,8371
52061,130,9304
52062,921,5848
52063,326,7928
52064,936,6380
52065,239,3644
52066,688,8720
52067,207,1700
52068,487,9423
52069,530,1443
52070,538,7243
52071,296,3732
52072,135,5219
52073,704,2002
52074,413,7858
52075,883,9438
52076,233,2857
52077,431,4186
52078,771,3594
52079,634,1802
52080,490,9779
52081,824,6971
52082,728,4715
52083,676,6533
52084,394,9919
52085,879,9867
52086,824,4114
52087,530,2832
52088,522,6525
52089,385,3040
52090,887,8463
52091,490,6299
52092,574,9589
52093,466,8439
52094,591,9906
52095,339,3282
52096,459,5224
52097,551,2376
52098,219,9648
52099,578,4829
52100,685,6761
52101,621,8341
52102,214,8573
52103,594,1491
52104,998,9518
52105,915,4456
52106,566,5157
52107,629,2521
52108,944,3026
52109,761,5790
52110,873,3108
52111,202,3927
52112,291,1602
52113,996,1895
52114,753,1667
52115,880,3164
52116,503,2009
52117,690,3175
52118,305,8046
52119,394,2496
52120,706,6679
52121,327,4075
52122,164,9262
52123,429,3767
52124,178,7870
52125,843,9219
52126,257,6806
52127,479,5317
52128,376,2367
52129,567,1765
52130,317,9105
52131,774,4063
52132,559,3243
52133,874,9142
52134,526,7632
52135,707,3073
52136,281,1214
52137,897,3002
52138,425,9244
52139,837,2866
52140,432,7457
52141,709,4822
52142,798,3734
52143,192,7988
52144,924,3547
52145,668,2897
52146,112,8776
52147,971,3539
52148,331,8391
52149,505,3079
52150,277,7030
52151,838,6460
52152,857,7648
52153,281,6609
52154,647,5878
52155,628,9030
52156,941,6953
52157,123,6327
52158,699,3695
52159,223,2160
52160,809,1250
52161,735,4094
52162,221,4104
52163,827,1963
52164,133,1113
52165,317,7406
52166,715,4666
52167,607,9323
52168,422,9421
52169,772,1489
52170,238,1895
52171,421,8505
52172,909,8886
52173,689,3124
52174,889,2122
52175,697,2871
52176,936,4640
52177,733,8498
52178,187,8991
52179,615,2420
52180,428,9446
52181,522,2906
52182,169,5651
52183,401,4299
52184,662,7453
52185,618,5124
52186,711,4706
52187,369,9707
52188,452,9055
52189,393,5293
52190,485,1105
52191,575,2485
52192,626,5376
52193,599,4218
52194,624,4215
52195,820,7530
52196,208,8691
52197,358,6055
52198,403,2753
52199,849,5559
52200,646,3170
52201,142,7937
52202,605,9095
52203,715,5283
52204,777,6339
52205,590,5828
52206,781,8252
52207,393,3679
52208,676,7859
52209,592,7067
52210,967,4842
52211,988,9036
52212,984,5999
52213,424,1081
52214,146,2144
52215,771,3299
52216,478,3406
52217,329,4477
52218,126,7523
52219,283,2330
52220,828,5679
52221,393,5106
52222,335,7671
52223,320,5997
52224,256,3107
52225,707,7624
52226,527,5746
52227,791,1792
52228,119,8453
52229,127,3402
52230,829,9618
52231,665,1548
52232,520,7084
52233,604,6237
52234,648,5469
52235,981,4712
52236,903,8969
52237,821,2892
52238,794,4044
52239,331,6142
52240,946,2634
52241,503,1995
52242,320,1719
52243,438,1719
52244,952,1964
52245,524,2260
52246,292,7442
52247,190,7414
52248,858,1034
52249,480,8797
52250,881,8204
52251,238,5052
52252,920,1125
52253,369,6519
52254,125,1592
52255,137,5453
52256,471,8183
52257,544,3901
52258,898,8827
52259,942,1175
52260,614,3328
52261,322,2061
52262,240,6657
52263,242,2291
52264,946,1721
52265,578,8334
52266,148,8054
52267,357,2866
52268,758,8624
52269,878,8056
52270,294,8750
52271,487,7378
52272,773,5309
52273,735,3766
52274,757,6984
52275,412,7621
52276,522,9260
52277,113,1019
52278,129,9541
52279,708,7349
52280,240,4697
52281,656,4112
52282,688,1163
52283,150,9949
52284,502,3635
52285,715,4460
52286,907,5109
52287,473,3213
52288,823,7288
52289,311,9270
52290,596,6173
52291,147,8305
52292,740,3708
52293,467,2915
52294,652,7748
52295,251,1375
52296,901,6153
52297,358,2910
52298,842,9927
52299,170,2262
52300,167,9270
52301,741,7996
52302,176,7006
52303,239,1158
52304,394,3749
52305,287,7014
52306,985,4132
52307,298,8326
52308,786,6950
52309,585,7936
52310,782,2837
52311,418,5089
52312,540,9227
52313,218,8619
52314,486,3453
52315,974,9389
52316,547,9086
52317,331,3695
52318,484,8562
52319,664,9746
52320,665,3692
52321,699,2528
52322,959,5654
52323,101,7230
52324,241,4048
52325,516,6938
52326,582,3484
52327,431,4434
52328,150,7185
52329,157,3366
52330,920,9426
52331,325,5695
52332,494,4590
52333,867,2380
52334,469,6455
52335,945,8482
52336,577,5355
52337,747,3365
52338,386,1209
52339,920,2859
52340,460,6743
52341,141,2758
52342,672,4243
52343,206,4715
52344,282,3008
52345,663,2175
52346,982,8982
52347,881,3255
52348,735,4027
52349,622,1878
52350,451,1890
52351,597,2156
52352,636,9059
52353,214,9295
52354,429,2008
52355,305,5593
52356,926,7891
52357,731,9220
52358,473,6887
52359,202,9573
52360,996,9054
52361,407,5906
52362,979,6004
52363,116,6722
52364,233,3980
52365,959,6688
52366,648,1795
52367,155,7285
52368,162,4726
52369,570,2915
52370,904,8846
52371,471,4022
52372,810,1334
52373,363,1366
52374,140,9475
52375,735,7710
52376,598,9299
52377,346,1354
52378,816,3064
52379,845,7338
52380,121,6595
52381,899,2369
52382,106,7419
52383,256,5965
52384,203,1056
52385,662,8877
52386,766,7741
52387,388,2870
52388,921,8591
52389,480,3659
52390,844,3297
52391,654,5696
52392,485,7227
52393,468,9709
52394,382,8644
52395,441,5675
52396,298,6472
52397,168,2656
52398,133,9010
52399,454,8907
52400,471,6280
52401,431,5799
52402,312,1190
52403,609,3891
52404,162,6858
52405,742,2228
52406,124,1462
52407,859,3422
52408,316,2689
52409,923,1373
52410,152,3524
52411,199,2522
52412,459,9327
52413,290,3068
52414,212,7308
52415,264,8807
52416,573,2430
52417,108,9538
52418,985,1021
52419,514,2609
52420,345,6558
52421,543,3238
52422,518,8274
52423,876,2640
52424,655,5624
52425,717,3077
52426,558,5931
52427,801,9473
52428,801,3914
52429,865,1311
52430,754,9973
52431,147,5684
52432,945,8669
52433,422,8629
52434,759,4564
52435,525,6691
52436,393,5270
52437,468,1771
52438,601,2004
52439,138,8653
52440,622,8589
52441,332,6633
52442,707,7851
52443,973,3189
52444,800,8042
52445,908,1149
52446,380,6506
52447,938,3434
52448,120,7578
52449,339,2172
52450,964,1162
52451,271,7678
52452,792,6043
52453,948,4142
52454,208,3275
52455,912,5009
52456,626,7159
52457,680,6839
52458,667,3994
52459,586,3217
52460,779,5959
52461,333,6235
52462,421,2316
52463,978,4766
52464,935,4863
52465,139,3333
52466,731,4471
52467,590,2728
52468,842,9044
52469,320,9757
52470,923,7318
52471,472,7526
52472,377,5843
52473,415,2411
52474,857,4984
52475,953,5286
52476,456,6320
52477,417,8390
52478,208,7920
52479,942,9745
52480,262,6339
52481,627,9174
52482,341,8811
52483,383,1215
52484,397,5784
52485,630,6863
52486,509,5460
52487,435,5568
52488,450,6498
52489,660,6084
52490,191,6447
52491,198,7012
52492,516,3254
52493,868,5050
52494,125,9717
52495,443,8360
52496,546,1391
52497,388,1321
52498,597,8468
52499,904,9643
52500,409,5461
52501,590,7321
52502,101,8132
52503,739,6471
52504,925,5090
52505,638,3170
52506,754,2909
52507,490,2848
52508,855,8289
52509,412,7242
52510,928,5009
52511,324,7508
52512,276,4310
52513,422,3363
52514,987,3769
52515,580,1439
52516,512,6535
52517,699,1531
52518,762,6733
52519,720,9402
52520,299,4338
52521,337,8559
52522,398,7827
52523,144,3247
52524,804,5572
52525,559,8022
52526,465,6207
52527,503,9290
52528,183,1420
52529,140,2021
52530,738,1636
52531,895,4245
52532,938,3637
52533,797,9146
52534,700,8057
52535,367,5633
52536,415,2926
52537,303,4909
52538,131,4069
52539,970,1833
52540,820,6565
52541,346,9485
52542,923,6065
52543,802,9611
52544,727,5300
52545,996,3594
52546,225,2766
52547,498,6633
52548,645,6378
52549,223,8982
52550,856,6834
52551,992,5715
52552,370,6052
52553,658,6480
52554,410,9652
52555,166,3802
52556,832,6773
52557,261,5677
52558,156,9269
52559,981,5577
52560,643,8867
52561,343,4610
52562,751,6955
52563,966,9757
52564,995,9821
52565,938,5713
52566,171,8358
52567,296,1861
52568,242,3322
52569,456,3980
52570,922,1867
52571,973,6143
52572,850,6508
52573,356,1288
52574,947,4329
52575,585,6994
52576,882,4434
52577,491,8313
52578,775,5487
52579,758,7645
52580,594,2755
52581,947,2844
52582,716,6850
52583,492,6828
52584,825,2344
52585,845,4468
52586,275,6897
52587,982,8751
52588,757,2994
52589,192,3887
52590,653,1991
52591,509,9276
52592,569,4187
52593,272,8839
52594,604,4579
52595,324,2945
52596,369,3642
52597,491,5149
52598,266,8965
52599,331,4902
52600,904,6824
52601,585,2305
52602,404,5363
52603,338,8798
52604,951,8458
52605,866,5762
52606,595,2674
52607,741,2305
52608,844,1225
52609,352,5410
52610,309,4388
52611,738,6489
52612,386,7277
52613,331,6272
52614,108,4191
52615,378,1469
52616,373,4309
52617,452,4426
52618,390,7354
52619,326,2997
52620,901,5990
52621,537,4626
52622,192,7922
52623,263,2314
52624,410,6881
52625,633,4479
52626,747,3782
52627,752,8144
52628,464,4006
52629,592,9830
52630,192,7651
52631,998,8124
52632,700,6048
52633,999,9795
52634,390,5813
52635,331,5239
52636,1000,2479
52637,279,6845
52638,565,4870
52639,329,4943
52640,164,1049
52641,784,1578
52642,767,7638
52643,439,2575
52644,866,1631
52645,641,2632
52646,763,3805
52647,720,6705
52648,103,2400
52649,889,2639
52650,375,7761
52651,939,9316
52652,720,6297
52653,616,5725
52654,871,9391
52655,250,2055
52656,710,4490
52657,208,9074
52658,445,1570
52659,715,7437
52660,240,5534
52661,919,1515
52662,868,6387
52663,903,9176
52664,855,5910
52665,938,2674
52666,849,1964
52667,167,6380
52668,242,1417
52669,181,6080
52670,955,9152
52671,761,5832
52672,876,7272
52673,662,7573
52674,688,4406
52675,807,4508
52676,837,2960
52677,671,8497
52678,459,4852
52679,574,9805
52680,314,8760
52681,776,6464
52682,628,7177
52683,876,9098
52684,160,6238
52685,620,6989
52686,750,3689
52687,127,6258
52688,300,7819
52689,505,5421
52690,736,3297
52691,940,6494
52692,509,7017
52693,742,3866
52694,902,5860
52695,477,1221
52696,729,9863
52697,415,4251
52698,229,4765
52699,340,4915
52700,196,9485
52701,276,6098
52702,776,9909
52703,338,5268
52704,625,4373
52705,942,3417
52706,494,3276
52707,972,8748
52708,582,7874
52709,721,9736
52710,628,3209
52711,828,2435
52712,744,9946
52713,716,3741
52714,191,1239
52715,946,8145
52716,677,4926
52717,835,1337
52718,569,9289
52719,899,4193
52720,405,7499
52721,835,2983
52722,886,2656
52723,368,3423
52724,986,8647
52725,739,6106
52726,319,3638
52727,793,1661
52728,921,9118
52729,941,9563
52730,336,6932
52731,206,7119
52732,693,1911
52733,320,2791
52734,241,6777
52735,820,9984
52736,737,8313
52737,343,9910
52738,984,7511
52739,121,8391
52740,881,5473
52741,535,8809
52742,816,4239
52743,726,8612
52744,385,9663
52745,562,5422
52746,281,6972
52747,854,6325
52748,236,6978
52749,584,1996
52750,283,7036
52751,231,9143
52752,275,7469
52753,531,6380
52754,414,7075
52755,453,9371
52756,749,3444
52757,306,9205
52758,843,9211
52759,973,9276
52760,784,1105
52761,298,5925
52762,659,4700
52763,639,4587
52764,474,9690
52765,822,2887
52766,625,3855
52767,543,7521
52768,223,8641
52769,733,1043
52770,538,6585
52771,689,1295
52772,994,3367
52773,547,4702
52774,718,8318
52775,103,3526
52776,750,2702
52777,492,5853
52778,599,2320
52779,1000,2101
52780,560,9961
52781,205,2350
52782,708,1439
52783,831,3098
52784,454,5805
52785,931,2890
52786,563,8644
52787,702,5148
52788,980,8250
52789,328,5317
52790,986,2929
52791,990,1478
52792,708,7853
52793,581,4458
52794,794,8119
52795,203,4901
52796,801,9090
52797,786,5722
52798,951,8222
52799,613,1985
52800,747,1199
52801,992,8588
52802,970,7057
52803,421,2089
52804,718,4618
52805,151,9164
52806,775,5723
52807,363,9977
52808,343,3721
52809,266,5294
52810,170,4385
52811,453,2420
52812,172,2314
52813,605,6579
52814,407,9755
52815,328,7701
52816,318,3587
52817,104,9052
52818,377,4107
52819,552,5333
52820,646,1682
52821,662,7502
52822,908,9668
52823,959,2882
52824,372,2634
52825,163,5044
52826,609,7566
52827,703,6304
52828,856,5284
52829,228,3551
52830,190,4352
52831,510,6095
52832,468,4051
52833,739,1120
52834,568,6286
52835,648,2581
52836,766,5736
52837,535,8679
52838,299,8443
52839,669,9502
52840,380,6707
52841,907,5746
52842,471,9788
52843,158,9852
52844,625,3910
52845,109,2725
52846,952,4786
52847,847,4231
52848,823,5022
52849,769,1280
52850,544,9238
52851,635,1809
52852,429,7846
52853,157,3091
52854,930,3322
52855,457,7059
52856,707,7343
52857,957,9026
52858,431,6711
52859,672,6226
52860,190,8060
52861,549,3028
52862,416,2891
52863,856,4433
52864,790,7084
52865,840,7759
52866,779,8084
52867,170,4170
52868,215,5546
52869,702,2220
52870,385,8911
52871,180,4581
52872,511,2176
52873,469,5667
52874,404,5032
52875,142,6273
52876,305,1894
52877,417,6204
52878,496,3179
52879,217,1976
52880,740,6627
52881,155,7554
52882,612,4849
52883,846,5645
52884,963,4771
52885,312,1431
52886,929,5079
52887,182,3101
52888,327,8071
52889,770,9759
52890,667,1377
52891,433,5421
52892,311,7638
52893,692,4128
52894,619,7129
52895,652,3607
52896,962,1274
52897,550,6153
52898,823,8736
52899,863,5205
52900,225,5224
52901,849,5990
52902,183,8277
52903,926,7600
52904,949,6450
52905,169,2687
52906,701,9894
52907,443,4435
52908,246,5450
52909,810,9464
52910,478,2509
52911,229,5612
52912,923,7540
52913,793,2419
52914,345,6202
52915,190,5303
52916,378,8968
52917,388,1022
52918,252,1499
52919,666,5147
52920,518,2040
52921,769,4936
52922,704,4790
52923,796,4954
52924,278,2745
52925,946,6946
52926,208,9926
52927,382,8914
52928,484,2238
52929,586,1217
52930,941,3135
52931,756,3858
52932,622,7360
52933,989,9440
52934,226,8072
52935,516,2209
52936,257,6789
52937,767,6970
52938,337,6898
52939,968,8596
52940,961,3464
52941,985,8179
52942,769,4398
52943,640,5218
52944,951,7533
52945,985,7532
52946,828,6728
52947,206,9364
52948,257,5129
52949,310,5233
52950,257,6356
52951,135,5727
52952,874,5444
52953,668,8424
52954,910,5175
52955,351,9577
52956,972,5054
52957,278,9818
52958,987,3871
52959,345,5392
52960,397,4908
52961,565,6505
52962,785,3408
52963,780,1785
52964,555,7672
52965,278,8861
52966,127,7306
52967,924,6153
52968,797,6042
52969,885,2850
52970,967,5062
52971,685,1494
52972,554,5338
52973,197,7299
52974,646,3615
52975,776,7540
52976,240,2415
52977,243,1501
52978,489,3370
52979,594,8682
52980,991,6953
52981,631,5351
52982,342,3981
52983,151,7994
52984,248,4715
52985,936,6835
52986,882,4760
52987,184,6770
52988,421,3259
52989,405,7616
52990,109,8778
52991,742,7958
52992,767,5202
52993,953,4041
52994,862,1095
52995,587,5755
52996,671,8367
52997,945,2727
52998,310,6261
52999,768,6289
53000,732,1825
53001,220,3250
53002,333,5710
53003,383,2337
53004,113,9655
53005,658,2610
53006,423,7620
53007,967,7886
53008,606,6096
53009,553,7396
53010,258,9201
53011,321,8200
53012,817,4736
53013,474,9855
53014,812,8389
53015,153,7895
53016,894,8342
53017,560,7492
53018,151,7857
53019,928,9782
53020,736,5594
53021,164,4950
53022,297,6596
53023,341,8991
53024,642,3705
53025,671,4504
53026,335,1391
53027,396,2368
53028,902,9447
53029,625,3399
53030,697,7671
53031,587,8030
53032,301,8953
53033,461,6528
53034,806,2931
53035,303,4775
53036,970,1296
53037,557,8973
53038,119,6507
53039,804,7451
53040,411,6634
53041,112,6848
53042,891,2391
53043,389,9247
53044,760,1353
53045,477,4531
53046,465,8262
53047,279,1542
53048,499,5199
53049,519,3134
53050,498,5276
53051,236,4100
53052,164,7358
53053,434,8052
53054,698,9046
53055,318,3394
53056,425,1027
53057,163,3104
53058,446,1694
53059,897,9539
53060,509,1687
53061,350,2833
53062,241,2979
53063,321,5530
53064,223,8798
53065,556,4894
53066,866,8741
53067,886,8282
53068,182,9334
53069,438,1850
53070,259,3685
53071,114,8189
53072,802,9141
53073,189,3848
53074,988,3432
53075,231,3759
53076,420,6143
53077,164,9468
53078,584,6798
53079,670,8872
53080,290,6193
53081,127,1958
53082,559,6922
53083,390,1428
53084,524,7473
53085,955,5006
53086,627,6505
53087,647,1768
53088,510,3897
53089,324,8206
53090,856,3774
53091,630,7286
53092,478,5242
53093,828,4323
53094,795,1992
53095,211,4758
53096,606,6616
53097,117,1222
53098,441,5092
53099,266,1960
53100,688,5540
53101,959,6324
53102,828,7521
53103,716,8755
53104,323,8169
53105,876,8554
53106,337,2509
53107,434,1705
53108,484,1527
53109,805,5688
53110,381,3151
53111,448,3186
53112,513,8184
53113,163,6309
53114,341,5537
53115,164,7439
53116,769,2161
53117,359,6530
53118,949,7402
53119,146,1597
53120,912,2762
53121,758,8606
53122,177,5257
53123,595,5548
53124,128,1382
53125,680,1453
53126,734,7828
53127,427,3797
53128,247,2158
53129,823,6973
53130,398,4890
53131,153,4430
53132,368,2590
53133,510,6174
53134,813,2140
53135,497,7821
53136,269,3046
53137,184,6593
53138,973,2267
53139,244,3502
53140,686,8888
53141,322,5756
53142,450,7972
53143,927,2801
53144,321,8872
53145,586,1386
53146,584,9175
53147,355,7424
53148,998,4575
53149,448,6084
53150,998,2474
53151,688,9213
53152,797,7848
53153,537,7309
53154,312,4357
53155,927,8502
53156,552,2120
53157,445,5766
53158,508,9014
53159,465,7531
53160,419,2583
53161,872,7969
53162,627,5183
53163,232,1656
53164,516,3816
53165,564,7108
53166,712,8928
53167,497,9444
53168,780,3260
53169,710,5267
53170,853,9576
53171,700,3152
53172,833,3911
53173,785,2676
53174,361,1762
53175,187,8160
53176,146,1906
53177,931,5344
53178,299,2580
53179,567,2296
53180,400,6768
53181,800,9851
53182,310,1816
53183,923,9317
53184,844,7267
53185,225,4905
53186,343,3301
53187,608,9353
53188,673,3011
53189,455,1648
53190,103,1617
53191,926,3484
53192,748,9939
53193,747,4076
53194,764,9888
53195,211,6838
53196,294,2804
53197,902,7732
53198,226,1881
53199,613,9567
53200,582,8865
53201,533,2253
53202,449,4694
53203,825,5730
53204,848,7825
53205,854,3315
53206,544,3214
53207,266,5356
53208,706,9844
53209,297,4121
53210,418,5955
53211,758,3982
53212,621,4217
53213,645,5468
53214,702,3485
53215,946,9473
53216,688,7311
53217,634,6421
53218,412,8677
53219,688,8361
53220,970,5345
53221,372,2740
53222,108,9567
53223,605,2591
53224,123,8108
53225,798,6009
53226,985,3407
53227,466,3391
53228,538,4091
53229,901,6018
53230,119,1258
53231,894,8276
53232,852,5523
53233,230,7188
53234,395,7090
53235,454,4587
53236,848,4299
53237,653,7653
53238,525,8294
53239,653,8958
53240,378,6087
53241,785,2667
53242,866,5866
53243,418,8958
53244,913,6499
53245,158,8539
53246,243,9285
53247,304,4526
53248,307,3678
53249,698,8022
53250,647,3842
53251,670,6083
53252,198,7713
53253,824,3196
53254,796,9378
53255,449,9668
53256,590,6448
53257,210,8111
53258,372,3063
53259,527,9187
53260,863,3727
53261,501,9853
53262,117,6762
53263,716,8625
53264,661,9943
53265,352,3793
53266,953,9952
53267,333,6977
53268,786,5838
53269,382,2187
53270,940,1316
53271,104,4290
53272,246,4774
53273,545,8471
53274,823,6856
53275,997,1590
53276,588,7827
53277,939,2986
53278,608,7166
53279,199,5037
53280,340,7191
53281,368,4758
53282,404,4400
53283,249,6304
53284,741,3002
53285,994,6149
53286,320,2680
53287,962,6571
53288,114,1758
53289,621,4458
53290,766,7450
53291,889,8394
53292,919,3645
53293,315,6524
53294,153,6104
53295,178,7058
53296,295,5175
53297,205,7845
53298,852,1616
53299,165,9142
53300,741,5547
53301,272,4741
53302,322,7631
53303,428,1939
53304,873,6127
53305,121,4267
53306,233,5769
53307,466,8805
53308,361,2409
53309,326,6112
53310,373,7923
53311,498,1954
53312,777,4896
53313,417,3375
53314,419,4400
53315,252,2331
53316,941,7601
53317,312,2603
53318,780,1263
53319,652,8178
53320,133,8915
53321,186,9442
53322,488,2714
53323,576,5909
53324,358,1612
53325,479,5962
53326,494,3016
53327,643,1908
53328,771,8120
53329,729,8406
53330,722,2609
53331,498,9209
53332,640,1092
53333,360,2626
53334,275,2891
53335,936,4323
53336,714,1157
53337,388,8482
53338,486,8127
53339,463,2629
53340,793,1768
53341,420,4999
53342,894,8161
53343,703,7076
53344,357,2033
53345,542,1761
53346,347,1451
53347,700,7276
53348,198,2121
53349,704,7817
53350,127,2669
53351,194,3664
53352,951,7671
53353,291,6786
53354,797,1299
53355,107,3772
53356,227,1070
53357,791,5778
53358,234,9176
53359,159,1428
53360,629,5649
53361,890,9064
53362,709,7129
53363,160,3547
53364,589,6458
53365,181,8499
53366,240,8623
53367,171,5616
53368,668,8532
53369,269,8105
53370,227,3384
53371,837,1701
53372,705,6377
53373,129,7481
53374,789,3039
53375,619,3916
53376,470,6127
53377,116,6797
53378,901,9302
53379,696,7473
53380,806,5728
53381,188,6977
53382,852,6147
53383,455,3230
53384,325,4362
53385,804,3327
53386,651,8233
53387,172,2808
53388,197,8995
53389,611,2127
53390,828,2872
53391,249,1407
53392,972,8201
53393,990,7721
53394,214,3156
53395,952,7719
53396,200,6682
53397,399,3786
53398,635,6567
53399,663,7841
53400,572,3655
53401,298,1442
53402,490,1259
53403,485,8856
53404,746,1384
53405,371,8564
53406,824,1321
53407,255,9572
53408,354,9010
53409,572,3301
53410,242,1738
53411,580,4018
53412,983,2392
53413,912,1130
53414,663,5021
53415,781,9516
53416,103,1871
53417,825,7161
53418,716,1714
53419,333,7732
53420,562,2859
53421,816,4077
53422,248,6815
53423,764,3131
53424,867,5742
53425,926,8417
53426,232,1813
53427,621,2103
53428,876,9906
53429,987,6381
53430,350,4577
53431,340,1275
53432,159,7012
53433,820,8520
53434,537,1163
53435,545,1594
53436,242,8844
53437,325,7166
53438,216,9317
53439,943,3700
53440,965,9456
53441,1000,5209
53442,788,8164
53443,292,5989
53444,200,9300
53445,735,2090
53446,282,2138
53447,166,3577
53448,811,6978
53449,393,7376
53450,229,1779
53451,451,9850
53452,783,7532
53453,204,5891
53454,949,5206
53455,494,5364
53456,536,8249
53457,995,5397
53458,989,5539
53459,516,5781
53460,459,9452
53461,987,2922
53462,748,5940
53463,301,2376
53464,691,1245
53465,739,1467
53466,418,7974
53467,540,1655
53468,135,1341
53469,172,7574
53470,396,4136
53471,758,6367
53472,700,2675
53473,696,9705
53474,605,1984
53475,125,9940
53476,805,8267
53477,551,9332
53478,415,2307
53479,521,7285
53480,144,2709
53481,619,8402
53482,907,9289
53483,216,9692
53484,675,1744
53485,891,7720
53486,937,9915
53487,362,8562
53488,211,4190
53489,887,7022
53490,144,8790
53491,437,1854
53492,734,6279
53493,324,7346
53494,223,8968
53495,166,7181
53496,342,9264
53497,760,1344
53498,407,6780
53499,876,3958
53500,854,1250
53501,848,9579
53502,130,7216
53503,430,6400
53504,149,3823
53505,763,8855
53506,872,4125
53507,490,6280
53508,464,2149
53509,191,3794
53510,812,9931
53511,251,8293
53512,167,2286
53513,629,1484
53514,581,7476
53515,760,7463
53516,880,9753
53517,848,9940
53518,592,4365
53519,476,1860
53520,381,3131
53521,973,4001
53522,431,2241
53523,204,2418
53524,312,8788
53525,160,7237
53526,210,7790
53527,106,6958
53528,588,9451
53529,169,1929
53530,923,5208
53531,682,5917
53532,203,6816
53533,998,5083
53534,868,8933
53535,336,1713
53536,332,2008
53537,706,2424
53538,589,9364
53539,124,5889
53540,162,9892
53541,831,8734
53542,423,8240
53543,654,4732
53544,185,5974
53545,567,7438
53546,218,8924
53547,879,2436
53548,684,1944
53549,590,8061
53550,191,4154
53551,329,3227
53552,358,9739
53553,870,5667
53554,686,2493
53555,256,4636
53556,126,6647
53557,258,5945
53558,385,5114
53559,327,5278
53560,161,4523
53561,847,9498
53562,799,2688
53563,471,2465
53564,136,7704
53565,780,5002
53566,102,1237
53567,529,8045
53568,655,8084
53569,349,1479
53570,377,5631
53571,935,8623
53572,792,9376
